titulo,link,data_publicacao,fonte
"Com mais de mil prisões na BA, sistema de reconhecimento facial é criticado por 'racismo algorítmico'; inocente ficou preso por 26 dias",https://g1.globo.com/ba/bahia/noticia/2023/09/01/com-mais-de-mil-prisoes-na-ba-sistema-de-reconhecimento-facial-e-criticado-por-racismo-algoritmico-inocente-ficou-preso-por-26-dias.ghtml,1 de set. de 2023,G1
"Erros no reconhecimento de pessoas presas recaem sobre negros, diz estudo",https://www.cnj.jus.br/erros-no-reconhecimento-de-pessoas-presas-recaem-sobre-negros-diz-estudo/,20 de abr. de 2023,Portal CNJ
RJ: Jovem negro acusado por reconhecimento facial é inocentado pela terceira vez,https://www.brasildefato.com.br/2023/10/06/rj-jovem-negro-acusado-por-reconhecimento-facial-e-inocentado-pela-terceira-vez/,6 de out. de 2023,Brasil de Fato
STJ absolve homem negro que foi condenado com base só em reconhecimento facial,https://www.jota.info/justica/stj-absolve-homem-negro-que-foi-condenado-com-base-so-em-reconhecimento-facial,11 de mai. de 2023,JOTA Info
Reconhecimento facial: prisões no Carnaval reacendem o debate de uma tecnologia com altas taxas de erros,https://revistaafirmativa.com.br/reconhecimento-facial-prisoes-no-carnaval-reacendem-o-debate-de-uma-tecnologia-com-altas-taxas-de-erros/,3 de mar. de 2023,Revista Afirmativa
Homem negro é preso após erro em tecnologia de reconhecimento facial,https://www.uol.com.br/tilt/noticias/redacao/2023/01/06/homem-negro-e-preso-apos-erro-em-tecnologia-de-reconhecimento-facial.htm,6 de jan. de 2023,UOL
Reconhecimento fotográfico não pode mais ser a única evidência para pedidos de prisão no RJ,https://www.cnnbrasil.com.br/nacional/reconhecimento-fotografico-nao-pode-mais-ser-a-unica-evidencia-para-pedidos-de-prisao-no-rj/,19 de out. de 2023,CNN Brasil
Juiz suspende compra de câmeras com reconhecimento facial em SP,https://www.migalhas.com.br/quentes/386804/juiz-suspende-compra-de-cameras-com-reconhecimento-facial-em-sp,19 de mai. de 2023,Migalhas
Reconhecimento facial no Paraná impõe monitoramento de emoções em escolas,https://apublica.org/2023/10/reconhecimento-facial-no-parana-impoe-monitoramento-de-emocoes-em-escolas/,27 de out. de 2023,Agência Pública
Reconhecimento facial e o racismo na segurança pública do País,https://summitmobilidade.estadao.com.br/compartilhando-o-caminho/reconhecimento-facial-e-o-racismo-na-seguranca-publica-do-pais/,16 de jun. de 2023,Summit Mobilidade
STJ solta homem negro acusado com base em reconhecimento por foto,https://agenciabrasil.ebc.com.br/justica/noticia/2023-05/stj-solta-homem-negro-acusado-com-base-reconhecimento-por-foto,28 meses atrás,Agência Brasil
Tecnologia de Reconhecimento Facial e Segurança Pública nas Capitai...,https://journals.openedition.org/cs/8111,32 meses atrás,OpenEdition Journals
Dinheiro de reconhecimento facial na Bahia custearia um hospital por 32 anos,https://www.intercept.com.br/2023/07/31/reconhecimento-facial-na-bahia-custearia-um-hospital-e-mil-ambulancias-com-uti/,26 meses atrás,Intercept Brasil
Refletindo sobre Inteligência Artificial e injustiças,https://diplomatique.org.br/refletindo-sobre-inteligencia-artificial-e-injusticas/,30 meses atrás,Diplomatique
"Preto é culpado, mesmo quando prova o contrário",https://www.dw.com/pt-br/preto-%C3%A9-culpado-mesmo-quando-prova-o-contr%C3%A1rio/a-64928732,30 meses atrás,DW
STJ vê falha grave em reconhecimento fotográfico e manda soltar porteiro acusado em 62 processos,https://www.stj.jus.br/sites/portalp/Paginas/Comunicacao/Noticias/2023/10052023-STJ-ve-falha-grave-em-reconhecimento-fotografico-e-manda-soltar-porteiro-acusado-em-62-processos.aspx,28 meses atrás,Superior Tribunal de Justiça
MP recomenda suspensão do programa que utiliza câmeras de reconhecimento facial,https://www.cnnbrasil.com.br/nacional/mp-recomenda-suspensao-do-programa-que-utiliza-cameras-de-reconhecimento-facial/,24 meses atrás,CNN Brasil
"Tecnologias de reconhecimento facial deveriam ser banidas do Brasil, diz ativista",https://www.brasildefato.com.br/podcast/bem-viver/2023/12/04/tecnologias-de-reconhecimento-facial-deveriam-ser-banidas-do-brasil-diz-ativista/,22 meses atrás,Brasil de Fato
"É inaceitável que uma pessoa negra passe dias presa por erro tecnológico, diz intelectual americana",https://www1.folha.uol.com.br/tec/2023/12/e-inaceitavel-que-uma-pessoa-negra-passe-dias-presa-por-erro-tecnologico-diz-intelectual-americana.shtml,21 meses atrás,Folha de S.Paulo
Jovem acusado três vezes por roubo após reconhecimento por foto é novamente inocentado,https://oglobo.globo.com/rio/noticia/2023/10/02/jovem-acusado-tres-vezes-por-roubo-apos-reconhecimento-por-foto-e-novamente-inocentado.ghtml,24 meses atrás,O Globo
'Me urinei de medo ao ser levada no camburão da PM por erro de IA',https://www.uol.com.br/tilt/noticias/redacao/2023/11/15/erro-camera-reconhecimento-facial.htm,15 de nov. de 2023,UOL
"Inocentado anteriormente, homem é acusado de roubo de novo por reconhecimento facial",https://noticiapreta.com.br/homem-negro-roubo-econheciemto-facial/,10 de abr. de 2023,Notícia Preta
Projeto Inocência,https://memoriaglobo.globo.com/jornalismo/jornalismo-e-telejornais/fantastico/series/noticia/projeto-inocencia.ghtml,27 de jul. de 2023,Memória Globo
Ministério Público pede suspensão de reconhecimento facial por prejudicar população negra,https://midianinja.org/ministerio-publico-pede-suspensao-de-reconhecimento-facial-que-prejudica-populacao-negra/,2 de out. de 2023,Mídia NINJA
STJ manda soltar porteiro reconhecido apenas por foto em 62 processos,https://g1.globo.com/politica/noticia/2023/05/10/stj-manda-soltar-porteiro-reconhecido-por-foto-em-62-processos.ghtml,10 de mai. de 2023,G1
"Pela segunda vez, jovem negro inocente vira réu após reconhecimento por foto",https://midianinja.org/pela-segunda-vez-jovem-negro-inocente-vira-reu-por-causa-de-reconhecimento-por-foto/,12 de abr. de 2023,Mídia NINJA
"Revistas ""aleatórias"" em aeroportos: as opiniões de profissionais da aviação sobre se há ou não racismo",https://revistaafirmativa.com.br/revistas-aleatorias-em-aeroportos-as-opinioes-de-profissionais-da-aviacao-sobre-se-ha-ou-nao-racismo/,20 de nov. de 2023,Revista Afirmativa
Miley Cyrus lança novo disco com referência a Madonna,https://orebate.com.br/cultura/miley-cyrus-lanca-novo-disco-com-referencia-a-madonna,10 de jan. de 2023,O Rebate
Reconhecimento facial: erros expõem falta de transparência e viés racista,https://noticias.uol.com.br/cotidiano/ultimas-noticias/2024/04/28/reconhecimento-facial-erros-falta-de-transparencia.htm,17 meses atrás,UOL Notícias
Erros em série expõem fragilidade do reconhecimento facial como ferramenta de combate ao crime,https://www.cartacapital.com.br/tecnologia/erros-em-serie-expoem-fragilidade-do-reconhecimento-facial-como-ferramenta-de-combate-ao-crime/,17 meses atrás,CartaCapital
Sistema de reconhecimento facial para prender tem viés racista e gera erros,https://mpmt.mp.br/portalcao/news/1217/134418/sistema-de-reconhecimento-facial-para-prender-tem-vies-racista-e-gera-erros/112,20 meses atrás,Ministério Público do Estado de Mato Grosso
Tecnologias de reconhecimento racial: qual face se busca criminalizar?,https://diplomatique.org.br/tecnologias-de-reconhecimento-racial-qual-face-se-busca-criminalizar/,15 meses atrás,Diplomatique
Erro em reconhecimento facial constrange psicóloga em conferência,https://defensoria.rj.def.br/noticia/detalhes/29955-Erro-em-reconhecimento-facial-constrange-psicologa-em-conferencia,14 meses atrás,Defensoria Pública do Rio de Janeiro
"‘Medo, frustrado e constrangido', diz homem detido por engano em estádio após erro do sistema de reconhecimento facial",https://g1.globo.com/fantastico/noticia/2024/04/21/medo-frustrado-e-constrangido-diz-homem-detido-por-engano-em-estadio-apos-erro-do-sistema-de-reconhecimento-facial.ghtml,17 meses atrás,G1
"Abordagens por reconhecimento facial têm 10% de falsos positivos, diz PM na Alerj",https://www.brasildefato.com.br/2024/09/04/abordagens-por-reconhecimento-facial-tem-10-de-falsos-positivos-diz-pm-na-alerj/,13 meses atrás,Brasil de Fato
Uso do reconhecimento facial preocupa entidades,https://agenciabrasil.ebc.com.br/direitos-humanos/noticia/2024-01/uso-do-reconhecimento-facial-preocupa-entidades,20 meses atrás,Agência Brasil
Reconhecimento facial: um filme de terror para os negros brasileiros,https://www.metropoles.com/colunas/rodrigo-franca/reconhecimento-facial-um-filme-de-terror-para-os-negros-brasileiros,17 meses atrás,Metrópoles
Reconhecimento facial e a segurança pública para poucos,https://www.jota.info/opiniao-e-analise/colunas/ia-regulacao-democracia/reconhecimento-facial-e-a-seguranca-publica-para-poucos,14 meses atrás,JOTA Info
Especialistas alertam para o risco de racismo no uso de reconhecimento facial durante o carnaval,https://marcozero.org/especialistas-alertam-para-o-risco-de-racismo-no-uso-de-reconhecimento-facial-durante-o-carnaval/,1 de fev. de 2024,Marco Zero Conteúdo
"Prisões por reconhecimento facial avançam pelo país, mas erros em série desafiam tecnologia de combate ao crime",https://oglobo.globo.com/brasil/noticia/2024/01/05/prisoes-por-reconhecimento-facial-avancam-pelo-pais-mas-erros-em-serie-desafiam-tecnologia-de-combate-ao-crime.ghtml,5 de jan. de 2024,O Globo
